transaction_id,date,time_id,passenger_id,route_id,route_name,bus_id,bus_number,bus_type,fuel_type,capacity,source_stop,destination_stop,boarding_time,age_group,gender,ticket_type,fare_type_id,fare_code,discount_percent,base_fare,actual_fare,concession_flag,zone_source,zone_dest,region_source,region_dest,distance_km,day_of_week,season,holiday_flag,peak_hour_flag,frequency_weekday,frequency_sunday,first_bus,last_bus
9233,2025-01-13,13,19233,68,71,232,MH04PU5066,Non-AC,CNG,48,Kharghar Railway Station,Belapur Station,20:12:00,Adult,Female,Weekly,7,WEEKLY,10.0,9.9,8.91,TRUE,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,22.1,Monday,Winter,FALSE,FALSE,34,40,07:30:00,19:45:00
9234,2025-01-13,13,19234,68,71,232,MH04PU5066,Non-AC,CNG,48,Kalamboli Sector 16 Roadpali,Talav Chowk,20:12:00,Senior,Female,Return,3,SENIOR,50.0,9.9,9.9,TRUE,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,22.1,Monday,Winter,FALSE,FALSE,34,40,07:30:00,19:45:00
9235,2025-01-13,13,19235,68,71,232,MH04PU5066,Non-AC,CNG,48,LOK Gram,Kalamboli Police Headquarter,20:12:00,Adult,Female,Weekly,7,WEEKLY,10.0,25.78,23.2,TRUE,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,22.1,Monday,Winter,FALSE,FALSE,34,40,07:30:00,19:45:00
9236,2025-01-13,13,19236,68,71,232,MH04PU5066,Non-AC,CNG,48,Chakki Naka,Tondare Phata,20:12:00,Adult,Male,Single,1,REGULAR,0.0,13.41,13.41,FALSE,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,22.1,Monday,Winter,FALSE,FALSE,34,40,07:30:00,19:45:00
9237,2025-01-13,13,19237,68,71,232,MH04PU5066,Non-AC,CNG,48,Sakal Bhavan,Taloja Phata,20:12:00,Adult,Female,Single,1,REGULAR,0.0,13.41,13.41,FALSE,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,22.1,Monday,Winter,FALSE,FALSE,34,40,07:30:00,19:45:00
9238,2025-01-13,13,19238,68,71,232,MH04PU5066,Non-AC,CNG,48,Balaji Crest Society,Belapur Station,15:37:00,Student,Female,Monthly,2,STUDENT,25.0,9.9,7.43,TRUE,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,22.1,Monday,Winter,FALSE,FALSE,34,40,07:30:00,19:45:00
9239,2025-01-13,13,19239,68,71,232,MH04PU5066,Non-AC,CNG,48,Dwarli Gaon,Kopra Gaon,15:37:00,Child,Male,Single,4,CHILD,50.0,23.2,11.6,TRUE,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,22.1,Monday,Winter,FALSE,FALSE,34,40,07:30:00,19:45:00
9240,2025-01-13,13,19240,68,71,232,MH04PU5066,Non-AC,CNG,48,Crown,Pendhar Phata,06:01:00,Child,Female,Single,4,CHILD,50.0,9.9,4.95,TRUE,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,22.1,Monday,Winter,FALSE,FALSE,34,40,07:30:00,19:45:00
9241,2025-01-13,13,19241,68,71,232,MH04PU5066,Non-AC,CNG,48,Chetana School,Sakal Bhavan,06:01:00,Adult,Female,Single,1,REGULAR,0.0,12.38,12.38,FALSE,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,22.1,Monday,Winter,FALSE,FALSE,34,40,07:30:00,19:45:00
9242,2025-01-13,13,19242,68,71,232,MH04PU5066,Non-AC,CNG,48,Pendhar Phata,Kopra Gaon,06:01:00,Child,Male,Single,4,CHILD,50.0,9.9,4.95,TRUE,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,22.1,Monday,Winter,FALSE,FALSE,34,40,07:30:00,19:45:00
9243,2025-01-13,13,19243,68,71,232,MH04PU5066,Non-AC,CNG,48,Naren Phata,Roadpali Ambedkar Nagar,06:01:00,Student,Female,Single,2,STUDENT,25.0,10.83,8.12,TRUE,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,22.1,Monday,Winter,FALSE,FALSE,34,40,07:30:00,19:45:00
9244,2025-01-13,13,19244,68,71,232,MH04PU5066,Non-AC,CNG,48,Raheja Complex Phool Market,Sakal Bhavan,06:01:00,Adult,Male,Single,1,REGULAR,0.0,15.47,15.47,FALSE,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,22.1,Monday,Winter,FALSE,FALSE,34,40,07:30:00,19:45:00
9245,2025-01-13,13,19245,68,71,232,MH04PU5066,Non-AC,CNG,48,Kalamboli Police Headquarter,Kopra Gaon,06:01:00,Student,Male,Single,2,STUDENT,25.0,9.9,7.43,TRUE,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,22.1,Monday,Winter,FALSE,FALSE,34,40,07:30:00,19:45:00
9246,2025-01-13,13,19246,68,71,232,MH04PU5066,Non-AC,CNG,48,Kingfisher Company,Kalamboli Roadpali (Pallavi Hotel),06:01:00,Adult,Female,Single,1,REGULAR,0.0,9.9,9.9,FALSE,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,22.1,Monday,Winter,FALSE,FALSE,34,40,07:30:00,19:45:00
9247,2025-01-13,13,19247,68,71,232,MH04PU5066,Non-AC,CNG,48,Usatane Phata,Balaji Crest Society,06:01:00,Student,Female,Single,2,STUDENT,25.0,18.05,13.54,TRUE,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,22.1,Monday,Winter,FALSE,FALSE,34,40,07:30:00,19:45:00
9248,2025-01-13,13,19248,68,71,232,MH04PU5066,Non-AC,CNG,48,Crown,Police Head Quarter,06:01:00,Adult,Male,Single,1,REGULAR,0.0,9.9,9.9,FALSE,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,Navi_Mumbai,22.1,Monday,Winter,FALSE,FALSE,34,40,07:30:00,19:45:00
9249,2025-02-25,56,19249,69,73,233,MH04TN8270,Non-AC,CNG,48,Nandivali,Radha Krushna Park,10:38:00,Adult,Male,Weekly,7,WEEKLY,10.0,8.1,7.29,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Tuesday,Winter,FALSE,FALSE,28,32,06:50:00,20:25:00
9250,2025-02-25,56,19250,69,73,235,MH04XS8599,Non-AC,Diesel,46,Pendhar Phata,Tondare Phata,12:43:00,Senior,Male,Single,3,SENIOR,50.0,8.1,4.05,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Tuesday,Winter,FALSE,FALSE,28,32,06:50:00,20:25:00
9251,2025-02-25,56,19251,69,73,235,MH04XS8599,Non-AC,Diesel,46,R.T.O.Office Kalamboli,Hindalco Company,12:43:00,Student,Male,Monthly,2,STUDENT,25.0,8.1,6.07,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Tuesday,Winter,FALSE,FALSE,28,32,06:50:00,20:25:00
9252,2025-02-25,56,19252,69,73,235,MH04XS8599,Non-AC,Diesel,46,Khanda Gaon Netrajyot Hospital,Tondare Phata,12:43:00,Adult,Male,Monthly,6,MONTHLY,15.0,9.28,7.89,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Tuesday,Winter,FALSE,FALSE,28,32,06:50:00,20:25:00
9253,2025-02-25,56,19253,69,73,235,MH04XS8599,Non-AC,Diesel,46,Asis Company,Nevali Naka / Pipe Line,12:43:00,Child,Female,Single,4,CHILD,50.0,8.1,4.05,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Tuesday,Winter,FALSE,FALSE,28,32,06:50:00,20:25:00
9254,2025-02-25,56,19254,69,73,235,MH04XS8599,Non-AC,Diesel,46,Raheja Complex Phool Market,Kalyan Bail Bazar Chowk,12:43:00,Adult,Male,Monthly,6,MONTHLY,15.0,8.1,6.88,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Tuesday,Winter,FALSE,FALSE,28,32,06:50:00,20:25:00
9255,2025-02-25,56,19255,69,73,235,MH04XS8599,Non-AC,Diesel,46,Dharmaleshwar Shankar Mandir,Radha Krushna Park,09:14:00,Adult,Female,Monthly,6,MONTHLY,15.0,8.1,6.88,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Tuesday,Winter,FALSE,FALSE,28,32,06:50:00,20:25:00
9256,2025-02-25,56,19256,69,73,235,MH04XS8599,Non-AC,Diesel,46,Usatane Phata,Raheja Complex Phool Market,09:14:00,Adult,Male,Single,1,REGULAR,0.0,8.1,8.1,FALSE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Tuesday,Winter,FALSE,FALSE,28,32,06:50:00,20:25:00
9257,2025-02-25,56,19257,69,73,235,MH04XS8599,Non-AC,Diesel,46,Petrol Pump Pendhar,B.E.L.Naka Taloja,09:14:00,Senior,Female,Single,3,SENIOR,50.0,8.1,4.05,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Tuesday,Winter,FALSE,FALSE,28,32,06:50:00,20:25:00
9258,2025-02-25,56,19258,69,73,235,MH04XS8599,Non-AC,Diesel,46,Crown,Nitlas Gaon,09:14:00,Adult,Female,Monthly,6,MONTHLY,15.0,8.1,6.88,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Tuesday,Winter,FALSE,FALSE,28,32,06:50:00,20:25:00
9259,2025-02-25,56,19259,69,73,235,MH04XS8599,Non-AC,Diesel,46,Crown,Raheja Complex Phool Market,09:14:00,Student,Male,Monthly,2,STUDENT,25.0,17.3,12.97,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Tuesday,Winter,FALSE,FALSE,28,32,06:50:00,20:25:00
9260,2025-02-25,56,19260,69,73,235,MH04XS8599,Non-AC,Diesel,46,B.E.L.Naka Taloja,Aadavali Stand,09:14:00,Student,Male,Monthly,2,STUDENT,25.0,9.28,6.96,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Tuesday,Winter,FALSE,FALSE,28,32,06:50:00,20:25:00
9261,2025-02-25,56,19261,69,73,235,MH04XS8599,Non-AC,Diesel,46,Khidukpada Village,Palava Project Office / Petrol Pump,09:14:00,Adult,Male,Single,1,REGULAR,0.0,11.81,11.81,FALSE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Tuesday,Winter,FALSE,FALSE,28,32,06:50:00,20:25:00
9262,2025-02-25,56,19262,69,73,235,MH04XS8599,Non-AC,Diesel,46,Orion Mall Panvel,Navade Gaon,09:14:00,Student,Female,Single,2,STUDENT,25.0,8.1,6.07,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Tuesday,Winter,FALSE,FALSE,28,32,06:50:00,20:25:00
9263,2024-08-29,242,19263,69,73,234,MH04WM5559,Non-AC,CNG,48,Khanda Gaon Netrajyot Hospital,Dena Bank,21:13:00,Student,Male,Monthly,2,STUDENT,25.0,8.1,6.07,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9264,2024-08-29,242,19264,69,73,234,MH04WM5559,Non-AC,CNG,48,Devkrupa Society,Anmol Garden,21:13:00,Adult,Female,Monthly,6,MONTHLY,15.0,14.77,12.55,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9265,2024-08-29,242,19265,69,73,234,MH04WM5559,Non-AC,CNG,48,Anmol Garden,Netvali,21:13:00,Child,Female,Single,4,CHILD,50.0,8.1,4.05,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9266,2024-08-29,242,19266,69,73,234,MH04WM5559,Non-AC,CNG,48,Nitlas Gaon,Usatane Gaon,21:13:00,Adult,Male,Single,1,REGULAR,0.0,8.1,8.1,FALSE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9267,2024-08-29,242,19267,69,73,234,MH04WM5559,Non-AC,CNG,48,Netvali,Metro Mall Junction,21:13:00,Student,Male,Single,2,STUDENT,25.0,8.1,6.07,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9268,2024-08-29,242,19268,69,73,233,MH04TN8270,Non-AC,CNG,48,Nitlas Gaon,Nevali Naka / Pipe Line,17:34:00,Adult,Male,Single,1,REGULAR,0.0,8.1,8.1,FALSE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,TRUE,28,32,06:50:00,20:25:00
9269,2024-08-29,242,19269,69,73,235,MH04XS8599,Non-AC,Diesel,46,Water Tank,Chakki Naka,10:45:00,Senior,Male,Single,3,SENIOR,50.0,12.66,6.33,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9270,2024-08-29,242,19270,69,73,235,MH04XS8599,Non-AC,Diesel,46,Radha Krushna Park,Netvali,10:45:00,Senior,Female,Single,3,SENIOR,50.0,8.1,4.05,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9271,2024-08-29,242,19271,69,73,235,MH04XS8599,Non-AC,Diesel,46,Chakki Naka,Metro Mall Junction,10:45:00,Adult,Male,Weekly,7,WEEKLY,10.0,8.1,7.29,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9272,2024-08-29,242,19272,69,73,235,MH04XS8599,Non-AC,Diesel,46,Bhal,LOK Gram,10:45:00,Student,Male,Monthly,2,STUDENT,25.0,8.1,6.07,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9273,2024-08-29,242,19273,69,73,235,MH04XS8599,Non-AC,Diesel,46,Chirad / Pali,Chetana School,10:45:00,Adult,Male,Monthly,6,MONTHLY,15.0,8.1,6.88,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9274,2024-08-29,242,19274,69,73,235,MH04XS8599,Non-AC,Diesel,46,Navade Gaon,Nitlas Phata / Asahi Glass Company,10:45:00,Adult,Female,Single,1,REGULAR,0.0,8.1,8.1,FALSE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9275,2024-08-29,242,19275,69,73,235,MH04XS8599,Non-AC,Diesel,46,Damodar Nagar,Patri Pul Kalyan,10:45:00,Student,Male,Single,2,STUDENT,25.0,8.1,6.07,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9276,2024-08-29,242,19276,69,73,235,MH04XS8599,Non-AC,Diesel,46,New Panvel Bridge,Dharmaleshwar Shankar Mandir,10:45:00,Child,Female,Single,4,CHILD,50.0,15.61,7.8,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9277,2024-08-29,242,19277,69,73,235,MH04XS8599,Non-AC,Diesel,46,Asis Company,Kumbharli Phata,10:45:00,Child,Male,Single,4,CHILD,50.0,8.1,4.05,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9278,2024-08-29,242,19278,69,73,234,MH04WM5559,Non-AC,CNG,48,Naren Phata,Nevali Naka / Pipe Line,22:44:00,Student,Other,Single,2,STUDENT,25.0,8.1,6.07,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9279,2024-08-29,242,19279,69,73,234,MH04WM5559,Non-AC,CNG,48,Khanda Gaon Netrajyot Hospital,B.E.L.Naka Taloja,22:44:00,Child,Male,Return,4,CHILD,50.0,8.44,8.44,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9280,2024-08-29,242,19280,69,73,234,MH04WM5559,Non-AC,CNG,48,Devkrupa Society,LOK Gram,22:44:00,Adult,Male,Monthly,6,MONTHLY,15.0,17.3,14.7,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9281,2024-08-29,242,19281,69,73,234,MH04WM5559,Non-AC,CNG,48,Asis Company,Nandivali,22:44:00,Adult,Male,Single,1,REGULAR,0.0,8.1,8.1,FALSE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9282,2024-08-29,242,19282,69,73,234,MH04WM5559,Non-AC,CNG,48,Nitlas Phata / Asahi Glass Company,Anmol Garden,22:44:00,Adult,Male,Monthly,6,MONTHLY,15.0,8.44,7.17,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9283,2024-08-29,242,19283,69,73,234,MH04WM5559,Non-AC,CNG,48,Orion Mall Panvel,Thane Naka / Garden Hotel,22:44:00,Adult,Female,Single,1,REGULAR,0.0,8.1,8.1,FALSE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9284,2024-08-29,242,19284,69,73,234,MH04WM5559,Non-AC,CNG,48,Khanda Gaon Colony,R.T.O.Office Kalamboli,22:44:00,Adult,Male,Weekly,7,WEEKLY,10.0,8.1,7.29,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9285,2024-08-29,242,19285,69,73,234,MH04WM5559,Non-AC,CNG,48,Usatane Phata,Aadavali Stand,21:02:00,Adult,Male,Weekly,7,WEEKLY,10.0,8.1,7.29,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9286,2024-08-29,242,19286,69,73,234,MH04WM5559,Non-AC,CNG,48,Crown,Nandivali,21:02:00,Student,Male,Monthly,2,STUDENT,25.0,12.23,9.18,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9287,2024-08-29,242,19287,69,73,234,MH04WM5559,Non-AC,CNG,48,Navade Phata,Naren Phata,21:02:00,Adult,Female,Single,1,REGULAR,0.0,8.1,8.1,FALSE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Thursday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9288,2024-09-27,271,19288,69,73,233,MH04TN8270,Non-AC,CNG,48,Crown,Nandivali,11:13:00,Adult,Male,Monthly,6,MONTHLY,15.0,12.23,10.4,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Friday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9289,2024-09-27,271,19289,69,73,235,MH04XS8599,Non-AC,Diesel,46,Orion Mall Panvel,Nandivali,20:26:00,Child,Female,Return,4,CHILD,50.0,20.25,20.25,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Friday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9290,2024-09-27,271,19290,69,73,235,MH04XS8599,Non-AC,Diesel,46,Usatane Gaon,Radha Krushna Park,20:26:00,Adult,Female,Single,1,REGULAR,0.0,8.1,8.1,FALSE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Friday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9291,2024-09-27,271,19291,69,73,235,MH04XS8599,Non-AC,Diesel,46,Pagdya Pada,Radha Krushna Park,20:26:00,Child,Male,Return,4,CHILD,50.0,8.1,8.1,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Friday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9292,2024-09-27,271,19292,69,73,235,MH04XS8599,Non-AC,Diesel,46,Bhal,Kalyan Bail Bazar Chowk,20:26:00,Adult,Male,Single,1,REGULAR,0.0,8.1,8.1,FALSE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Friday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9293,2024-09-27,271,19293,69,73,235,MH04XS8599,Non-AC,Diesel,46,Kalamboli Chowk (Mumbra Road),Rexam Company,20:26:00,Senior,Male,Single,3,SENIOR,50.0,8.1,4.05,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Friday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9294,2024-09-27,271,19294,69,73,235,MH04XS8599,Non-AC,Diesel,46,Rexam Company,Chakki Naka,20:26:00,Adult,Female,Single,1,REGULAR,0.0,13.5,13.5,FALSE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Friday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9295,2024-09-27,271,19295,69,73,235,MH04XS8599,Non-AC,Diesel,46,Kalamboli Chowk (Mumbra Road),Pagdya Pada,20:26:00,Adult,Other,Single,1,REGULAR,0.0,12.23,12.23,FALSE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Friday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9296,2024-09-27,271,19296,69,73,235,MH04XS8599,Non-AC,Diesel,46,A.C.C.Cement Company,Chakki Naka,20:26:00,Adult,Male,Single,1,REGULAR,0.0,8.1,8.1,FALSE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Friday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9297,2024-09-27,271,19297,69,73,234,MH04WM5559,Non-AC,CNG,48,Netvali,Kalyan Bail Bazar Chowk,20:26:00,Adult,Male,Single,1,REGULAR,0.0,8.1,8.1,FALSE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Friday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9298,2024-09-27,271,19298,69,73,234,MH04WM5559,Non-AC,CNG,48,Amardham / C.K.T College,Radha Krushna Park,20:26:00,Student,Female,Weekly,2,STUDENT,25.0,20.67,15.5,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Friday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9299,2024-09-27,271,19299,69,73,234,MH04WM5559,Non-AC,CNG,48,Metro Mall Junction,Raheja Complex Phool Market,20:26:00,Child,Male,Single,4,CHILD,50.0,8.1,4.05,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Friday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9300,2024-09-27,271,19300,69,73,234,MH04WM5559,Non-AC,CNG,48,Thane Naka / Garden Hotel,Pagdya Pada,22:04:00,Student,Female,Single,2,STUDENT,25.0,13.92,10.44,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Friday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9301,2024-09-27,271,19301,69,73,234,MH04WM5559,Non-AC,CNG,48,Navade Gaon,Dharmaleshwar Shankar Mandir,22:04:00,Child,Female,Return,4,CHILD,50.0,9.7,9.7,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Friday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9302,2024-09-27,271,19302,69,73,234,MH04WM5559,Non-AC,CNG,48,Pagdya Pada,Netvali,22:04:00,Adult,Female,Monthly,6,MONTHLY,15.0,8.86,7.53,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Friday,Monsoon,FALSE,FALSE,28,32,06:50:00,20:25:00
9303,2024-08-17,230,19303,69,73,234,MH04WM5559,Non-AC,CNG,48,Dharmaleshwar Shankar Mandir,Netvali,20:52:00,Adult,Male,Single,1,REGULAR,0.0,8.1,8.1,FALSE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Saturday,Monsoon,TRUE,FALSE,28,32,06:50:00,20:25:00
9304,2024-08-17,230,19304,69,73,234,MH04WM5559,Non-AC,CNG,48,Usatane Gaon,Naren Phata,20:52:00,Child,Female,Single,4,CHILD,50.0,8.1,4.05,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Saturday,Monsoon,TRUE,FALSE,28,32,06:50:00,20:25:00
9305,2024-08-17,230,19305,69,73,234,MH04WM5559,Non-AC,CNG,48,Nitlas Gaon,Usatane Phata,20:52:00,Adult,Female,Return,1,REGULAR,0.0,8.1,16.2,FALSE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Saturday,Monsoon,TRUE,FALSE,28,32,06:50:00,20:25:00
9306,2024-08-17,230,19306,69,73,233,MH04TN8270,Non-AC,CNG,48,Usatane Phata,Damodar Nagar,09:20:00,Student,Male,Single,2,STUDENT,25.0,8.1,6.07,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Saturday,Monsoon,TRUE,FALSE,28,32,06:50:00,20:25:00
9307,2024-08-17,230,19307,69,73,233,MH04TN8270,Non-AC,CNG,48,Metro Mall Junction,Raheja Complex Phool Market,09:20:00,Adult,Male,Return,1,REGULAR,0.0,8.1,16.2,FALSE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Saturday,Monsoon,TRUE,FALSE,28,32,06:50:00,20:25:00
9308,2024-08-17,230,19308,69,73,233,MH04TN8270,Non-AC,CNG,48,Kalamboli Gaon,Asis Company,09:20:00,Adult,Male,Single,1,REGULAR,0.0,10.12,10.12,FALSE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Saturday,Monsoon,TRUE,FALSE,28,32,06:50:00,20:25:00
9309,2024-08-17,230,19309,69,73,233,MH04TN8270,Non-AC,CNG,48,Orion Mall Panvel,Crown,09:20:00,Student,Female,Weekly,2,STUDENT,25.0,8.1,6.07,TRUE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Saturday,Monsoon,TRUE,FALSE,28,32,06:50:00,20:25:00
9310,2024-08-17,230,19310,69,73,233,MH04TN8270,Non-AC,CNG,48,Nevali Naka / Pipe Line,Nandivali,09:20:00,Adult,Male,Single,1,REGULAR,0.0,8.1,8.1,FALSE,Navi_Mumbai,Panvel,Navi_Mumbai,Raigad_District,16.4,Saturday,Monsoon,TRUE,FALSE,28,32,06:50:00,20:25:00
